OTUID	KO	OE	WT	All
ASV_2400	0.004512362	0.008118049	0.002252323	0.00496091147324327
ASV_2415	0.005626105	0.006028909	0.003108439	0.00492115136076101
ASV_2441	0.003498987	0.002485980	0.008073234	0.0046860670524145
ASV_2469	0.0009228242	0.0091690149	0.0049476556	0.00501316492765013
ASV_2480	0.0009024863	0.0106977306	0.0035980925	0.0050661031313313
ASV_2498	0.006919593	0.003557967	0.003580714	0.00468609124177228
ASV_2549	0.002717100	0.006584307	0.005355855	0.00488575411314382
ASV_2571	0.001330517	0.011074665	0.002640696	0.00501529256475128
ASV_2611	0.001505299	0.008324179	0.004952182	0.00492721967254842
ASV_2626	0.005422694	0.003053089	0.005827688	0.00476782359390635
ASV_2736	0.0004280309	0.0142530714	0.0008930466	0.00519138294857291
ASV_2778	0.003758640	0.006058868	0.004941925	0.00491981103356704
ASV_2822	0.004149513	0.007656669	0.003138327	0.00498150281736362
ASV_2838	0.001283653	0.010147375	0.003595182	0.00500873675478924
ASV_2879	0.002804865	0.005055709	0.006663350	0.00484130784960884
ASV_1687	0.001785200	0.002536289	0.009348794	0.00455676088965528
ASV_1696	0.004249163	0.004992025	0.004926368	0.004722518860925
ASV_1712	0.001801332	0.007534264	0.004939902	0.0047584992231764
ASV_1720	0.006305710	0.005092311	0.002711647	0.00470322282120712
ASV_1726	0.001381040	0.003427449	0.008861797	0.00455676208675574
ASV_1737	0.005325747	0.006109236	0.002702551	0.00471251130274505
ASV_1755	0.006405201	0.004572570	0.003152452	0.00471007427828275
ASV_1756	0.003209225	0.005661477	0.005442342	0.00477101490695813
ASV_1757	0.004684660	0.007500615	0.002252388	0.00481255421372671
ASV_1762	0.001391209	0.006532170	0.006318948	0.00474744226935167
ASV_1777	0.002744494	0.006081600	0.005414375	0.00474682309077296
ASV_1789	0.002623793	0.006134326	0.005413200	0.00472377271692671
ASV_1799	0.0017583284	0.0005204593	0.0110827916	0.00445385973428272
ASV_1812	0.005374275	0.004037014	0.004440612	0.00461730000133765
ASV_1821	0.005032119	0.004583398	0.004498804	0.00470477386467229
ASV_1840	0.001778120	0.010041808	0.002689627	0.00483651810273763
ASV_1845	0.0008748677	0.0106226822	0.0031580941	0.00488521466777323
ASV_1847	0.0004278111	0.0071300786	0.0066932271	0.0047503722942001
ASV_1883	0.002778320	0.008042369	0.003566927	0.00479587187200944
ASV_1893	0.002354168	0.007539751	0.004456661	0.00478352686180449
ASV_1901	0.005226126	0.004056746	0.004461809	0.00458156021490764
ASV_1919	0.005866858	0.003062161	0.004909662	0.00461289333671842
ASV_1945	0.002879366	0.006119463	0.005365440	0.00478808978213278
ASV_1953	0.001384236	0.008980776	0.004061565	0.0048088590581036
ASV_1977	0.005251685	0.005056321	0.003615141	0.00464104905180613
ASV_1978	0.003917508	0.005062217	0.004914947	0.00463155748896754
ASV_2011	0.003209683	0.006628902	0.004495551	0.00477804521221689
ASV_2033	0.005004506	0.005665343	0.003572225	0.00474735812369545
ASV_2036	0.005216528	0.003041034	0.005833659	0.00469707377809374
ASV_2037	0.002283307	0.005092252	0.006678519	0.0046846925154659
ASV_2049	0.001875834	0.008027658	0.004464274	0.00478925499434855
ASV_2103	0.0005017662	0.0117080807	0.0026892352	0.00496636073372319
ASV_2139	0.001363898	0.006080748	0.006701183	0.00471527636571051
ASV_2308	0.005369053	0.004978376	0.003549651	0.0046323603864243
ASV_2316	0.004419381	0.006053381	0.003590363	0.00468770845752967
ASV_2450	0.006502742	0.002529932	0.004449364	0.00449401245163387
ASV_2508	0.004138578	0.006654843	0.003577349	0.0047902566488911
ASV_2546	0.004456623	0.007107632	0.002670353	0.00474486915174538
ASV_2554	0.004070605	0.006477706	0.003570824	0.00470637844881182
ASV_2572	0.002213670	0.006015968	0.005836377	0.00468867151148574
ASV_2631	0.004553570	0.006046318	0.003589378	0.00472975549614038
ASV_2665	0.003145351	0.005054716	0.005826131	0.00467539942009247
ASV_2679	0.005303277	0.006574513	0.002238550	0.00470544657966346
ASV_2683	0.001886003	0.010592787	0.002261923	0.0049135705992452
ASV_2690	0.004051170	0.003524634	0.006287389	0.00462106426067539
ASV_2780	0.005365857	0.004008987	0.004436590	0.00460381120718241
ASV_2876	0.004535574	0.006026539	0.003586214	0.00471610914834407
ASV_1460	0.004141145	0.002509087	0.006696578	0.00444893639040309
ASV_1672	0.002734242	0.005135812	0.005831862	0.00456730552068005
ASV_1714	0.0009228242	0.0090094657	0.0040317648	0.00465468491794412
ASV_1729	0.002717628	0.003013457	0.007606420	0.00444583488015462
ASV_1734	0.005914838	0.002526272	0.004902438	0.00444784928237522
ASV_1780	0.001845648	0.008118919	0.004033333	0.00466596671661982
ASV_1786	0.004105197	0.006533998	0.003133355	0.00459084979706292
ASV_1822	0.001440966	0.010607610	0.002228343	0.00475897304275769
ASV_1823	0.001868777	0.007544672	0.004511057	0.00464150200411196
ASV_1879	0.003597467	0.004038509	0.005808273	0.00448141635278753
ASV_1885	0.003209683	0.002541702	0.007549761	0.0044337152796815
ASV_1895	0.001764091	0.006585131	0.005388396	0.00457920596795552
ASV_1925	0.007353941	0.004553603	0.001780049	0.00456253099600466
ASV_1932	0.0009530094	0.0081293103	0.0049760617	0.00468612710947632
ASV_1961	0.001745065	0.009110638	0.003150734	0.00466881219115662
ASV_1996	0.001933330	0.006128191	0.005792894	0.00461813836596248
ASV_2025	0.004328071	0.004563662	0.004902032	0.00459792167973315
ASV_2055	0.009459203	0.001001001	0.002672856	0.00437768659966861
ASV_2056	0.001414421	0.008448609	0.004069429	0.00464415297702912
ASV_2092	0.005399482	0.003915520	0.004015817	0.00444360623963068
ASV_2145	0.003559880	0.005587715	0.004511438	0.00455301112889487
ASV_2165	0.000855842	0.007629259	0.005392002	0.00462570117819689
ASV_2179	0.001376634	0.004601752	0.007649208	0.00454253111212375
ASV_2275	0.0056580076	0.0080724513	0.0004516589	0.004727372601062
ASV_2293	0.004159462	0.006035985	0.003565157	0.00458686823984271
ASV_2319	0.004918299	0.003537064	0.004826329	0.00442723031004169
ASV_2323	0.003738624	0.007535659	0.002696533	0.00465693843683161
ASV_2339	0.003879828	0.003991784	0.005297412	0.00438967469913701
ASV_2413	0.003333176	0.007999451	0.002702375	0.0046783341949341
ASV_2424	0.004505609	0.005617073	0.003614469	0.00457905020927644
ASV_2440	0.004562203	0.006033931	0.003145384	0.0045805057547924
ASV_2472	0.001350089	0.009697272	0.003135379	0.00472757993586667
ASV_2502	0.003668665	0.003489531	0.006345923	0.00450137305573076
ASV_2518	0.002303099	0.006574845	0.004937625	0.00460518950460513
ASV_2537	0.004156486	0.005075335	0.004537417	0.00458974598096162
ASV_2598	0.001781541	0.007137155	0.004943014	0.00462056958936118
ASV_2672	0.003125886	0.004464426	0.005793500	0.00446127074426828
ASV_2676	0.003062319	0.008019171	0.002682519	0.00458800303328723
ASV_2696	0.004046324	0.004037732	0.005360497	0.00448151770309438
ASV_2752	0.003780778	0.005573289	0.004451161	0.00460174274969667
ASV_2771	0.002387769	0.006618960	0.004908320	0.00463834968244289
ASV_2815	0.001835479	0.009110398	0.003134178	0.00469335188054385
ASV_2837	0.005437753	0.003564208	0.004488889	0.00449694985656574
ASV_1579	0.004934957	0.004012478	0.004022925	0.00432345329729441
ASV_1605	0.001317254	0.007539587	0.004443560	0.00443346704456558
ASV_1644	0.001852402	0.003477909	0.007607355	0.00431255533843089
ASV_1648	0.003182153	0.004591525	0.005307507	0.00436039500976864
ASV_1656	0.002299458	0.006104366	0.004911269	0.00443836432220998
ASV_1666	0.004410877	0.005521434	0.003099398	0.00434390273449996
ASV_1680	0.002767843	0.005964683	0.004466893	0.00439980638076183
ASV_1736	0.003195962	0.006582311	0.003583976	0.00445408292592633
ASV_1748	0.004599361	0.004014399	0.004501296	0.00437168514230934
ASV_1774	0.003858920	0.001527099	0.007628603	0.00433820744274091
ASV_1808	0.003297228	0.003027491	0.006674518	0.00433307890130386
ASV_1817	0.004243508	0.007646445	0.001793175	0.00456104267413691
ASV_1829	0.004546841	0.003538445	0.004915731	0.00433367238891925
ASV_1855	0.002377600	0.005086613	0.005776618	0.00441361019749471
ASV_1894	0.001764311	0.007628150	0.004012070	0.00446817694808328
ASV_1917	0.005102303	0.006109236	0.002242116	0.00448455173698894
ASV_1920	0.008052100	0.002042806	0.002698011	0.00426430554635372
ASV_1928	0.005550125	0.004030983	0.003562601	0.00438123666325273
ASV_1962	0.005278093	0.004496890	0.003134620	0.00430320073537106
ASV_1968	0.003982387	0.004584449	0.004445660	0.00433749872820602
ASV_2014	0.0009295774	0.0075227793	0.0049592143	0.00447052367627105
ASV_2019	0.003721399	0.003534967	0.005812182	0.00435618239896083
ASV_2021	0.002841578	0.006544389	0.004017801	0.00446792306149945
ASV_2026	0.003178732	0.005517849	0.004486549	0.00439437674594678
ASV_2076	0.0004512432	0.0020257717	0.0102635534	0.00424685610805658
ASV_2078	0.0004614121	0.0095893219	0.0035655990	0.00453877764752346
ASV_2094	0.003269609	0.006033662	0.004040214	0.00444782825442956
ASV_2095	0.005052902	0.004539446	0.003596979	0.00439644226893827
ASV_2150	0.002657394	0.006001168	0.004455134	0.00437123184144314
ASV_2182	0.005431308	0.006070071	0.001797299	0.00443289272992825
ASV_2210	0.002633742	0.004066582	0.006262851	0.00432105832159676
ASV_2214	0.003609193	0.003564926	0.005776010	0.00431670973891902
ASV_2296	0.005506682	0.005082025	0.002679179	0.00442262836041721
ASV_2310	0.004481631	0.006078542	0.002666014	0.00440872884562693
ASV_2320	0.003229885	0.008591993	0.001806636	0.00454283799937092
ASV_2373	0.004043977	0.006134490	0.003123770	0.0044340789541767
ASV_2427	0.001916188	0.007072811	0.004491251	0.00449341643017786
ASV_2521	0.004104123	0.008081716	0.001353370	0.00451306947099645
ASV_2587	0.009387410	0.001964920	0.001351612	0.00423464727480205
ASV_2599	0.000000000	0.008547680	0.004937942	0.00449520746104954
ASV_2633	0.001862024	0.005582735	0.005823902	0.00442288721475474
ASV_2650	0.005311474	0.004568133	0.003124970	0.00433485918945977
ASV_2688	0.005450426	0.006077222	0.001816171	0.00444793957296974
ASV_2730	0.001892209	0.006490929	0.004911646	0.00443159481478348
ASV_2765	0.002007065	0.007103220	0.004493832	0.00453470562757962
ASV_2819	0.0004614121	0.0080873547	0.0049566328	0.00450179985582225
ASV_2834	0.003223273	0.006553957	0.003602264	0.0044598311134348
ASV_2857	0.004212230	0.006590320	0.002706589	0.00450304632611796
ASV_2869	0.002642599	0.002984216	0.007206199	0.00427767127662427
ASV_1678	0.003243065	0.007646386	0.002247973	0.00437914142728512
ASV_1803	0.000000000	0.005005504	0.007676464	0.00422732269299266
ASV_1806	0.005542523	0.004058695	0.003146129	0.00424911539337008
ASV_1832	0.0085618245	0.0030318105	0.0008800965	0.00415791048791762
ASV_1852	0.000000000	0.001508086	0.010674067	0.00406071763657936
ASV_1864	0.004189564	0.005622653	0.003119024	0.00431041349655986
ASV_1867	0.001868777	0.002979522	0.007607596	0.00415196524568445
ASV_1878	0.003540107	0.003995385	0.004911420	0.0041489708167801
ASV_1914	0.001916188	0.007040797	0.004034066	0.00433035044515468
ASV_1921	0.007862627	0.002536289	0.002239309	0.00421274155304091
ASV_1940	0.004862453	0.006149696	0.002224978	0.00441237555828838
ASV_1951	0.005954504	0.003033415	0.003531934	0.00417328456543102
ASV_1970	0.002213231	0.006058868	0.004482982	0.00425169375097931
ASV_2006	0.004385780	0.003508978	0.004523845	0.00413953453333613
ASV_2020	0.004896730	0.002960508	0.004490154	0.00411579745478544
ASV_2039	0.002660727	0.007068206	0.003135177	0.00428803672321326
ASV_2048	0.006283070	0.003524126	0.002658147	0.00415511422069862
ASV_2052	0.003583859	0.004537408	0.004464111	0.00419512596131665
ASV_2075	0.002960074	0.003473606	0.006361811	0.00426516375349568
ASV_2086	0.006193296	0.002555303	0.004047904	0.00426550116336225
ASV_2136	0.003647444	0.004571851	0.004474533	0.00423127611792191
ASV_2137	0.0008892233	0.0096793514	0.0027013762	0.00442331695552563
ASV_2151	0.0009297971	0.0119144487	0.0004482938	0.00443084654830789
ASV_2166	0.0000000000	0.0131979763	0.0004447528	0.00454757638434175
ASV_2200	0.0009631783	0.0045194876	0.0071065006	0.0041963888433346
ASV_2241	0.001832283	0.008062252	0.003138096	0.00434421066002553
ASV_2255	0.002256454	0.007066887	0.003552056	0.00429179900652101
ASV_2288	0.006317423	0.003063106	0.003155968	0.00417883241384041
ASV_2379	0.003663903	0.007105918	0.002228167	0.00433266259786908
ASV_2408	0.006328138	0.003548177	0.002694710	0.00419034182915384
ASV_2479	0.001376634	0.006566386	0.004898631	0.00428055047371215
ASV_2497	0.003126545	0.005028775	0.004459229	0.0042048494868875
ASV_2551	0.002686369	0.006565277	0.003553192	0.00426827929028775
ASV_2737	0.0004614121	0.0036255207	0.0085233852	0.00420343933127364
ASV_2753	0.002387769	0.005057582	0.005378189	0.00427451326983949
ASV_2759	0.005395188	0.005097441	0.002236385	0.00424300495321483
ASV_2784	0.004005599	0.006097992	0.002699075	0.00426755542290211
ASV_2789	0.002316908	0.007494707	0.003131382	0.00431433219758581
ASV_2853	0.002140154	0.006599287	0.004061005	0.00426681521033793
ASV_2868	0.001827877	0.004548460	0.006261334	0.00421255685173165
ASV_2881	0.004489219	0.008676354	0.000000000	0.00438852462787871
ASV_1636	0.002313267	0.006098051	0.004048016	0.00415311139659181
ASV_1659	0.01146262	0.00000000	0.00000000	0.00382087174780686
ASV_1725	0.0089886486	0.0020264902	0.0004482938	0.00382114419524863
ASV_1778	0.003955993	0.007058972	0.001360212	0.00412505873880792
ASV_1826	0.002650445	0.004049069	0.005386879	0.00402879731845969
ASV_1918	0.007188958	0.003502246	0.001338799	0.0040100007544717
ASV_1924	0.002435096	0.004013798	0.005879517	0.00410947006914135
ASV_1927	0.004525186	0.003030432	0.004490090	0.00401523591075249
ASV_1992	0.0009631783	0.0091131291	0.0027023754	0.00425956093491779
ASV_2007	0.003587957	0.006573303	0.002224601	0.00412862017448008
ASV_2015	0.003199295	0.005930346	0.003150468	0.00409336945080087
ASV_2016	0.001875834	0.005512468	0.004950790	0.00411303045877877
ASV_2032	0.002936642	0.006033377	0.003594663	0.00418822726701456
ASV_2063	0.0058772166	0.0055752228	0.0008965876	0.00411634233046853
ASV_2068	0.002292930	0.005523863	0.004450162	0.00408898469275462
ASV_2111	0.005981757	0.003567191	0.002688868	0.00407927178527472
ASV_2115	0.001828643	0.006979495	0.003564600	0.00412424609932853
ASV_2126	0.003145131	0.004529219	0.004442698	0.0040390161291516
ASV_2130	0.003771156	0.007455793	0.001350005	0.00419231785837946
ASV_2156	0.003037575	0.005069637	0.004040973	0.00404939502094326
ASV_2215	0.003232896	0.005609829	0.003573671	0.00413879826972202
ASV_2223	0.003656847	0.004622820	0.004023276	0.00410098101635701
ASV_2291	0.002313814	0.005556704	0.004493631	0.00412138294515173
ASV_2322	0.002815800	0.005102252	0.004477327	0.00413179290562404
ASV_2354	0.002181733	0.006554840	0.003574631	0.00410373453600679
ASV_2355	0.002761641	0.003990691	0.005359538	0.00403729007375623
ASV_2358	0.001363898	0.003971784	0.006726655	0.00402077917484859
ASV_2394	0.006445252	0.004069296	0.001780808	0.00409845217414615
ASV_2420	0.009027955	0.001026599	0.001807571	0.0039540413771469
ASV_2429	0.002708683	0.003514902	0.005718631	0.00398073862714517
ASV_2435	0.003751667	0.006595417	0.002235210	0.00419409814494778
ASV_2485	0.0009126553	0.0010265987	0.0100165895	0.00398528115896156
ASV_2539	0.005075533	0.003095721	0.004009568	0.00406027404704994
ASV_2616	0.004495767	0.005003029	0.002698834	0.00406587667139182
ASV_2627	0.005837487	0.001989572	0.004022063	0.00394970740000416
ASV_2669	0.006717391	0.003063106	0.002194537	0.0039916780597095
ASV_2720	0.000000000	0.007541957	0.004992441	0.00417813292970802
ASV_2726	0.0005017662	0.0102684349	0.0022625947	0.00434426528657875
ASV_2763	0.005934171	0.004618068	0.001787916	0.00411338482635478
ASV_2807	0.005481386	0.002522688	0.004032171	0.00401208180834717
ASV_2840	0.001868997	0.005077091	0.005379193	0.00410842699298942
ASV_2859	0.002780886	0.007625885	0.002242875	0.00421654905188915
ASV_2891	0.001376634	0.004980641	0.005827738	0.00406167098227383
ASV_1833	0.003678175	0.004510206	0.003615900	0.00393476030506831
ASV_1835	0.003513826	0.003982788	0.004025265	0.00384062638691253
ASV_1877	0.002845219	0.005534317	0.003572186	0.00398390725064013
ASV_1941	0.002872310	0.005615921	0.003583431	0.00402388735834712
ASV_1980	0.002191356	0.003996104	0.005352617	0.00384669234477499
ASV_1983	0.002656408	0.005536069	0.003562361	0.00391827963939972
ASV_2041	0.001340686	0.005581684	0.004969446	0.00396393884637522
ASV_2069	0.003114726	0.003589864	0.004916524	0.00387370484354288
ASV_2122	0.004594144	0.005099046	0.002257623	0.00398360427357803
ASV_2129	0.001363898	0.006159545	0.004474382	0.00399927530001152
ASV_2160	0.003134743	0.002510691	0.005803707	0.00381638044567375
ASV_2172	0.001828643	0.005593966	0.004493631	0.00397207997120209
ASV_2180	0.001862024	0.005070747	0.004923190	0.00395198713266646
ASV_2183	0.003680825	0.003019814	0.004924168	0.00387493582740022
ASV_2203	0.003290938	0.005553886	0.003141286	0.00399536969628639
ASV_2211	0.0013842363	0.0107376952	0.0004482938	0.00419007511341804
ASV_2218	0.0008892233	0.0065680383	0.0044893307	0.00398219742471685
ASV_2261	0.002213890	0.008570594	0.001341962	0.00404214880855525
ASV_2265	0.001367231	0.008179451	0.002694509	0.00408039704418786
ASV_2273	0.005927661	0.002488018	0.003148975	0.00385488495650832
ASV_2284	0.001838046	0.005028775	0.004873300	0.00391337357335846
ASV_2287	0.006205460	0.001023224	0.003978089	0.00373559111169776
ASV_2334	0.005255652	0.003494658	0.002674653	0.0038083208056973
ASV_2356	0.002647552	0.005127190	0.004025668	0.0039334698961585
ASV_2376	0.004181499	0.004031148	0.003572823	0.00392848970598349
ASV_2449	0.0094166795	0.0005061395	0.0009119179	0.0036115789446086
ASV_2525	0.002731456	0.007550580	0.001804030	0.00402868838377031
ASV_2529	0.0005017662	0.0066283172	0.0049202713	0.00401678487606933
ASV_2555	0.001845648	0.005621602	0.004518459	0.00399523649927417
ASV_2566	0.001326877	0.008156135	0.002666610	0.00404987397897852
ASV_2594	0.002693650	0.003521260	0.005343865	0.00385292491693513
ASV_2632	0.002869197	0.005568100	0.003575806	0.00400436756786279
ASV_2639	0.002256234	0.004577982	0.004897482	0.00391056611128117
ASV_2651	0.0009228242	0.0045605146	0.0062676323	0.00391699036991813
ASV_2655	0.0041287307	0.0075845894	0.0004559589	0.00405642634903803
ASV_2716	0.001956542	0.007625885	0.002687628	0.00409001844264362
ASV_2728	0.002744173	0.007082816	0.002231644	0.00401954434430419
ASV_2782	0.005386772	0.002485980	0.003528594	0.00380044879832352
ASV_2816	0.003592514	0.007048865	0.001331755	0.00399104498986905
ASV_2823	0.002765277	0.005110547	0.004006609	0.00396081101071999
ASV_2825	0.003721618	0.004036021	0.003993242	0.00391696071205642
ASV_2877	0.003704803	0.005085726	0.003100333	0.00396362079366906
ASV_1813	0.004206569	0.002526272	0.004497133	0.00374332482088771
ASV_1814	0.001003532	0.006505808	0.003983756	0.00383103203198034
ASV_1909	0.000000000	0.005542939	0.005823388	0.0037887754768803
ASV_1931	0.001003532	0.001012279	0.008686890	0.00356756704124977
ASV_1942	0.005586297	0.002568018	0.003154768	0.00376969431451793
ASV_1943	0.002960074	0.009040367	0.000000000	0.00400014692304239
ASV_1959	0.002744719	0.004553931	0.004002245	0.00376696488461844
ASV_1960	0.002768473	0.001005530	0.007223806	0.00366593639252055
ASV_2004	0.0044787612	0.0009955886	0.0053848690	0.00361973959814498
ASV_2024	0.001882806	0.006600052	0.003174513	0.00388579039361454
ASV_2038	0.004454188	0.005386956	0.001356671	0.00373260491071353
ASV_2072	0.0008790543	0.0029851610	0.0071967254	0.00368698024648725
ASV_2088	0.001414421	0.005599605	0.004493073	0.00383569990466039
ASV_2093	0.002303099	0.004044148	0.004846576	0.00373127435099424
ASV_2170	0.004657266	0.004496604	0.002241876	0.00379858229978122
ASV_2190	0.004597560	0.003046731	0.003587341	0.00374387744483225
ASV_2216	0.002337246	0.007587799	0.001789458	0.00390483443215646
ASV_2228	0.005321141	0.003557022	0.002259230	0.00371246424405458
ASV_2256	0.0009392001	0.0030310920	0.0072867429	0.00375234499080926
ASV_2260	0.0009295774	0.0030000820	0.0071270783	0.00368557922054058
ASV_2270	0.004964918	0.004026454	0.002256799	0.00374939028616402
ASV_2298	0.002280652	0.004092629	0.004934641	0.00376930749373378
ASV_2314	0.0004614121	0.0080962455	0.0031497343	0.00390246399060219
ASV_2315	0.003219086	0.006044158	0.002228901	0.00383071484358454
ASV_2392	0.001464945	0.006554616	0.003546908	0.00385548969816402
ASV_2395	0.003155520	0.004562779	0.003562263	0.00376018741455916
ASV_2455	0.004871284	0.004540766	0.001804205	0.00373875175022284
ASV_2463	0.004175516	0.001515044	0.005327565	0.00367270853368143
ASV_2476	0.0004278111	0.0092216508	0.0022428755	0.00396411248498602
ASV_2513	0.002270483	0.004600642	0.004459811	0.00377697882108771
ASV_2657	0.003593042	0.005097231	0.002691169	0.00379381405366499
ASV_2697	0.002643145	0.004552103	0.004005370	0.00373353928490766
ASV_2768	0.001505299	0.006012652	0.004034131	0.00385069388360033
ASV_2777	0.004249793	0.004460182	0.002686732	0.00379890237669923
ASV_2820	0.004057567	0.002575262	0.004514918	0.00371591548890818
ASV_2892	0.000888677	0.005608677	0.004890653	0.00379600243784502
ASV_2909	0.0009126553	0.0051165134	0.0053493421	0.00379283693283883
ASV_1939	0.008836987	0.000000000	0.001336055	0.00339101426906125
ASV_1976	0.001745065	0.006100824	0.003125690	0.00365719298969489
ASV_1989	0.0008556223	0.0080073211	0.0021717224	0.00367822193318487
ASV_1999	0.002791821	0.006154449	0.002239373	0.00372854779309447
ASV_2000	0.006688992	0.001508086	0.002249782	0.00348228637626059
ASV_2031	0.003122139	0.004000633	0.003610928	0.00357789998929609
ASV_2044	0.005340982	0.001517368	0.003580915	0.0034797547285312
ASV_2046	0.0009126553	0.0039729974	0.0058879795	0.00359121074064472
ASV_2070	0.001720867	0.002032129	0.006708959	0.00348731855391866
ASV_2079	0.000000000	0.008729109	0.002667811	0.00379897332834886
ASV_2113	0.0022364428	0.0079157784	0.0008905048	0.003680908675536
ASV_2121	0.001390443	0.004069746	0.005283261	0.00358115013950729
ASV_2124	0.003215754	0.006575626	0.001339798	0.00371039255211446
ASV_2149	0.0073835478	0.0005061395	0.0022592296	0.00338297226945656
ASV_2152	0.004402679	0.002951601	0.003166847	0.003507042493793
ASV_2162	0.001306865	0.004537841	0.004916970	0.00358722578597707
ASV_2192	0.003152650	0.002530650	0.004907826	0.00353037544354355
ASV_2206	0.003679732	0.004598167	0.002682544	0.00365348120049344
ASV_2217	0.003080579	0.005494743	0.002271195	0.00361550556395091
ASV_2248	0.008292437	0.002055521	0.000000000	0.0034493192804583
ASV_2276	0.002929889	0.005601210	0.002693775	0.00374162484021298
ASV_2337	0.003518999	0.002534894	0.004491226	0.00351503964330924
ASV_2342	0.001730710	0.005581041	0.003577173	0.00362964120213443
ASV_2362	0.0004512432	0.0112201307	0.0000000000	0.0038904579427267
ASV_2366	0.000888677	0.003471342	0.006273238	0.00354441904203919
ASV_2405	0.001454776	0.005555491	0.004038632	0.00368296613123772
ASV_2409	0.002337246	0.005049170	0.003577830	0.0036547485461694
ASV_2471	0.0004280309	0.0040742753	0.0062352945	0.00357920021275727
ASV_2515	0.004731221	0.002030150	0.004015058	0.00359214308308584
ASV_2520	0.002707478	0.006619410	0.001783350	0.00370341245738924
ASV_2523	0.003999749	0.002553698	0.004019937	0.00352446111018612
ASV_2583	0.0004374338	0.0015080856	0.0084794348	0.00347498474504532
ASV_2602	0.0009024863	0.0070343645	0.0031486850	0.00369517861901008
ASV_2625	0.003182373	0.004561339	0.003143763	0.00362915817823412
ASV_2660	0.003114946	0.004540556	0.003127880	0.00359446054636661
ASV_2738	0.0067585110	0.0035099231	0.0004559589	0.00357479765978008
ASV_2779	0.0064934099	0.0035728297	0.0009076179	0.0036579524844215
ASV_2799	0.001745065	0.003968468	0.004960620	0.00355805106502299
ASV_2871	0.0008748677	0.0035578501	0.0062321307	0.00355494949048504
ASV_2894	0.0004374338	0.0030100237	0.0071230173	0.0035234916190906
ASV_1952	0.001384236	0.006159037	0.003113347	0.00355220679139416
ASV_1958	0.002215880	0.006078769	0.002236385	0.00351034476328646
ASV_2080	0.0009228242	0.0040320931	0.0053894848	0.0034481340336032
ASV_2104	0.002357262	0.004997617	0.003152492	0.00350245678267681
ASV_2112	0.003680498	0.004545804	0.002203745	0.00347668245210177
ASV_2127	0.003559661	0.005095895	0.001797921	0.00348449226569006
ASV_2134	0.003533574	0.002474644	0.004040732	0.00334964997435278
ASV_2140	0.004162556	0.002540983	0.003615292	0.00343961058422957
ASV_2163	0.002717628	0.005590265	0.002271195	0.00352636238589196
ASV_2164	0.005414918	0.002536004	0.002236385	0.00339576911799913
ASV_2196	0.002789391	0.004542102	0.003124716	0.00348540312951361
ASV_2219	0.001350855	0.004596504	0.004484207	0.00347718879682187
ASV_2244	0.003052044	0.005114249	0.002266895	0.00347772903542717
ASV_2247	0.002214788	0.003564926	0.004426383	0.00340203215935152
ASV_2286	0.0088272004	0.0004814868	0.0008930466	0.00340057793324279
ASV_2305	0.001868777	0.001540701	0.006687953	0.00336581018530425
ASV_2340	0.002186579	0.004474893	0.003540961	0.00340081106313189
ASV_2351	0.002684265	0.005559344	0.002248023	0.00349721081862977
ASV_2352	0.001841686	0.004021042	0.004504039	0.00345558905229788
ASV_2397	0.003802107	0.003967358	0.002698251	0.00348923887535247
ASV_2482	0.0009126553	0.0039938391	0.0054009859	0.00343582675540561
ASV_2530	0.0066750505	0.0005141018	0.0026937754	0.0032943092456945
ASV_2550	0.003631288	0.005075772	0.001781807	0.00349628885075924
ASV_2557	0.002337246	0.006601282	0.001815236	0.00358458797982562
ASV_2560	0.0090350732	0.0005204593	0.0000000000	0.00318517748353531
ASV_2565	0.005210106	0.002002947	0.002679963	0.00329767206544947
ASV_2573	0.0008560618	0.0065769457	0.0031323811	0.00352179619390603
ASV_2584	0.002201525	0.003032412	0.004948590	0.00339417563385335
ASV_2591	0.007399591	0.001529364	0.000891504	0.00327348627048282
ASV_2607	0.0005017662	0.0106432487	0.0000000000	0.00371500496872871
ASV_2654	0.001363898	0.005033200	0.004036291	0.00347779637995414
ASV_2685	0.002239859	0.003985217	0.004029184	0.00341808658936742
ASV_2748	0.002444499	0.004069956	0.004030766	0.00351507342339338
ASV_2754	0.001892975	0.004099873	0.004508364	0.00350040402574165
ASV_2791	0.005482905	0.002021184	0.002658147	0.00338741184147744
ASV_2801	0.001852402	0.004638026	0.004040771	0.00351039969496981
ASV_2802	0.002764511	0.003528218	0.004037496	0.00344340828281209
ASV_2812	0.001811501	0.005533880	0.003135099	0.00349349326000893
ASV_2854	0.002315834	0.001501728	0.006262987	0.00336018307021265
ASV_2870	0.003126369	0.006050188	0.001339798	0.00350545156471598
ASV_2896	0.0005017662	0.0086508073	0.0018126296	0.00365506771718616
ASV_2908	0.000000000	0.005543582	0.004920433	0.00348800495173681
ASV_2913	0.002724157	0.004009705	0.003550449	0.00342810357216935
ASV_1997	0.001390443	0.005039018	0.003604870	0.00334477715257456
ASV_2017	0.0033709633	0.0065340565	0.0004482938	0.00345110455276386
ASV_2022	0.002279120	0.004071065	0.003583432	0.00331120598002957
ASV_2057	0.003114946	0.002469005	0.004029629	0.00320452668122081
ASV_2060	0.001825311	0.004034416	0.004037432	0.0032990528612469
ASV_2105	0.004010703	0.002526272	0.003103762	0.0032135790568188
