Features	S100001	S100003	S100009	S100015	S100016	S100043	S100046	S100047	S100048	S100049	S100051	S100052	S100058	S100060	S100062	S100065	S100068	S100070	S100071	S100072	S100074	S100075	S100077	S100078	S100080	S100083	S100084	S100085	S100086	S100087	S100088	S100089	S100090	S100091	S100092	S100095	S100096	S100099	S100100	S100101	S100102	S100104	S100105	S100106	S100107	S100109	S100115	S100117	S100128	S100143	S100144	S100150	S100151	S100154	S100155	S100156	S100158	S100160	S100161	S100162	S100163	S100164	S100165	S100166	S100167	S100168	S100169	S100170	S100171	S100172	S100173	S100174	S100175	S100176	S100177	S100178	S100180	S100181	S100182	S100183	S100184	S100187	S100188	S100190	S100191	S100192	S100195	S100196	S100197	S100198	S100200	S100202	S100203	S100204	S100205	S100206	S100207	S100209	S100210	S100211	S100212	S100214	S100216	S100217	S100219	S100220	S100221	S100222	S100224	S100225	S100226	S100227	S100228	S100229	S100233	S100234	S7003A	S7003B	S7007	S7010	S7016	S7018	S7021	S7022	S7035	S7037	S7039	S7043	S7049	S7052	S7059	S7061	S7064	S7072	S7077A	S7077B	S7079	S7085	S7094A	S7094B	S7094C	S7095	S7097	S7102	S7111	S7116	S7117	S7123	S7124	S7125	S7126	S7129	S7130	S7134	S7135	S7141	S7145	S7153	S7154	S7156	S7160	S7164	S7168	S7174	S7175A	S7175B	S7178A	S7178B	S7181	S7185	S7200	S7221	S7225	S7228	S7233	S7242A	S7242B	S7250	S7251	S7265	S7267	S7284	S7287	S7295	S7298	S7313	S7325	S7347	S7352	S7355	S7356	S7360	S7361	S7365	S7385	S7429	S7454	S7584	S7594	S7610	S7614	S7615	S7621	S7624	S7632	S7662	S7664	S7749	S7775	S7844	S7848	S7855	S7858	S7859	S7860	S7861	S7862	S7870	S7871	S7879	S7899	S7904	S7906	S7908	S7909	S7910	S7911	S7912
alpha_Linolenic_acid_metabolism	220.50	216.25	181.10	146.21	159.94	245.72	225.17	138.57	208.38	180.10	294.64	133.57	305.80	118.03	164.18	182.55	149.68	187.40	199.27	227.74	219.81	277.52	235.27	163.79	376.30	230.92	154.86	227.51	154.54	242.51	142.34	161.68	126.62	232.47	253.90	153.73	218.41	126.44	126.01	234.84	267.39	235.54	205.18	185.15	170.56	169.01	309.10	171.07	323.83	223.94	164.36	162.44	231.32	147.50	260.16	247.63	151.67	325.63	126.28	227.83	295.77	188.25	278.72	164.00	218.98	153.38	332.46	188.30	193.21	198.03	175.43	118.19	154.28	276.18	443.08	115.41	207.98	141.77	204.48	146.58	253.25	489.00	133.49	265.54	130.24	148.96	225.23	208.20	129.48	128.10	139.58	119.04	128.48	276.15	227.75	169.56	197.51	212.51	171.91	275.21	156.63	159.49	223.73	192.82	192.38	220.80	279.65	159.96	211.19	280.76	145.15	219.36	163.37	160.31	218.92	246.65	199.37	134.84	84.19	151.51	103.27	190.97	109.68	268.02	50.65	112.02	119.25	58.91	75.14	370.84	305.24	240.60	471.26	240.39	467.92	100.64	102.14	64.53	465.42	145.45	114.99	1200.57	98.93	121.64	171.01	232.96	105.33	146.89	135.63	129.80	70.06	153.56	176.08	525.40	256.76	168.41	106.57	123.63	164.58	138.47	204.61	120.81	125.97	129.51	161.49	168.11	90.88	126.57	157.91	55.57	235.19	101.53	261.31	149.63	148.70	171.47	523.65	143.38	84.98	126.05	358.44	271.11	198.81	108.68	143.10	125.36	110.30	203.26	242.44	148.62	131.56	84.18	146.22	145.11	326.23	138.78	390.51	86.93	119.71	212.44	140.00	232.24	155.44	141.64	79.64	140.95	120.95	63.22	284.82	160.11	170.73	205.27	151.42	145.05	180.52	251.73	194.84	200.87	148.35	204.17	141.68	142.13	176.58	167.87	198.52	190.97	281.90	213.08
Sphingolipid_metabolism	747.35	606.63	631.92	612.62	726.99	753.31	624.44	809.63	729.81	618.11	790.28	921.14	568.85	740.65	583.94	459.04	727.77	955.95	607.38	849.72	686.82	585.47	790.71	828.68	573.15	661.47	684.01	829.71	702.67	671.91	942.59	769.82	850.30	832.16	710.22	692.13	638.54	691.25	363.25	871.28	540.66	577.22	610.36	839.44	740.34	853.03	279.89	642.91	586.26	705.63	587.98	737.15	822.62	765.66	719.61	749.80	765.25	743.59	733.64	839.08	744.90	979.13	676.12	790.37	520.94	729.77	868.31	743.22	743.83	824.28	831.80	615.84	791.73	947.87	687.19	641.96	744.66	771.31	587.39	489.15	774.89	377.13	728.91	699.30	882.40	676.14	491.00	431.78	699.47	843.88	640.27	744.24	527.07	687.95	873.87	737.63	771.97	871.39	1001.67	1141.36	893.44	697.15	929.49	296.66	770.07	672.07	989.00	786.00	740.46	790.39	583.91	907.61	477.07	754.70	708.84	584.21	536.60	667.57	164.76	363.15	808.85	382.36	346.00	348.38	273.81	543.62	588.45	293.18	177.16	615.98	466.81	535.40	346.74	769.86	911.79	395.45	622.03	434.07	742.19	301.51	437.20	705.72	571.25	745.30	740.74	580.55	592.09	614.24	581.93	526.19	398.68	729.16	823.10	862.48	982.82	1038.90	383.77	703.56	425.18	705.09	425.22	932.72	580.48	690.28	885.14	760.53	565.80	718.27	346.08	210.37	669.98	742.44	649.22	709.23	644.79	680.94	634.18	537.02	680.55	657.10	591.97	952.65	613.22	601.31	772.35	684.93	686.21	891.02	691.16	702.37	659.47	415.83	918.01	721.66	483.50	714.69	438.98	442.22	1015.63	498.83	820.52	568.46	784.08	483.94	298.06	267.13	457.86	150.11	674.77	693.43	604.18	629.88	721.92	585.71	706.45	707.53	644.37	603.83	848.43	558.80	707.27	665.99	708.83	569.45	454.78	597.64	528.97	687.87
Glycosphingolipid_biosynthesis_lacto_and_neolacto_series	159.69	164.88	188.54	135.19	164.90	211.10	190.83	169.79	169.78	166.40	211.76	185.87	193.00	165.90	149.01	131.89	156.79	193.82	154.43	186.58	175.73	181.46	210.55	167.55	223.99	183.07	140.44	203.80	150.08	193.12	199.16	163.41	176.69	197.84	184.89	155.07	157.50	166.21	96.31	208.26	167.91	158.02	151.42	179.02	163.70	184.04	214.43	174.30	198.46	179.01	147.76	163.50	157.26	216.50	208.51	146.70	163.17	230.27	152.72	211.80	203.75	207.19	185.18	168.12	134.45	153.53	256.09	159.61	170.31	164.09	177.09	156.48	241.36	259.47	268.05	179.19	176.14	145.52	147.60	116.37	186.96	371.12	208.53	198.11	180.75	141.19	147.68	125.61	208.71	175.91	169.58	154.12	152.95	176.68	186.39	178.96	162.71	178.85	180.10	227.89	180.77	171.05	227.40	164.31	168.79	192.88	226.99	169.80	198.43	231.55	140.90	191.93	146.35	168.24	184.06	180.96	172.46	165.49	63.52	110.21	165.65	181.68	98.15	156.26	64.71	135.86	133.61	67.53	56.32	284.01	186.66	161.20	292.49	218.83	327.83	90.64	160.64	94.32	288.57	111.15	116.10	550.06	126.88	157.24	161.51	235.91	125.08	206.46	134.53	127.33	94.12	173.64	193.36	352.42	253.12	208.23	96.06	130.82	138.22	159.85	159.33	182.54	123.96	152.51	184.13	172.27	112.89	146.26	138.30	62.65	198.02	159.55	245.20	166.75	162.20	183.90	337.03	130.97	128.17	154.82	250.26	316.72	180.57	139.51	188.16	149.83	151.44	199.76	164.35	153.31	144.93	119.22	173.92	187.16	186.52	153.37	220.02	94.97	196.68	162.23	174.46	181.29	169.52	164.93	77.60	79.15	116.09	47.68	196.87	163.86	141.94	158.10	189.75	136.32	167.83	169.35	161.90	141.80	167.11	152.05	156.56	152.65	166.90	137.62	131.78	147.77	160.34	181.95
Glycosphingolipid_biosynthesis_globo_and_isoglobo_series	441.07	335.05	512.06	392.24	345.46	516.53	415.14	428.02	349.13	351.59	498.11	631.69	396.68	367.78	275.17	274.84	392.90	570.93	361.00	451.53	416.64	411.01	491.10	528.27	413.61	434.96	385.36	505.51	405.68	389.36	611.62	444.88	466.01	436.97	412.70	365.76	354.37	398.03	244.27	504.87	357.03	378.66	372.78	482.99	419.65	467.51	304.81	456.95	394.17	398.42	403.83	398.31	447.71	461.05	456.95	398.96	456.60	452.01	435.63	558.48	513.25	673.94	405.92	430.25	316.32	414.11	528.48	364.38	470.00	486.28	504.67	259.25	549.24	637.52	502.92	359.72	463.47	464.96	348.85	268.47	520.15	436.93	473.01	427.86	506.27	437.80	309.28	280.91	408.90	483.32	360.09	476.68	319.38	453.12	528.93	411.82	459.32	540.37	611.99	679.50	475.10	308.06	651.50	286.42	443.00	523.70	584.92	429.39	505.11	526.06	399.96	571.78	301.89	500.68	512.16	388.41	452.98	497.44	143.55	293.37	462.77	453.74	227.66	303.89	200.86	319.82	319.78	146.26	120.52	568.22	312.41	378.77	405.04	605.99	706.75	188.54	355.05	310.96	611.21	257.90	315.29	701.97	348.06	466.46	415.19	510.52	365.62	408.64	302.73	334.83	255.40	435.92	605.63	649.41	695.54	650.89	196.31	442.05	225.08	409.66	386.95	639.92	287.92	355.61	523.56	516.38	323.31	410.19	360.23	167.60	518.81	442.17	454.85	391.95	332.44	475.25	624.27	249.73	492.67	396.53	397.16	749.34	417.30	434.05	467.61	436.08	482.13	553.59	454.50	368.40	387.79	256.26	517.70	419.12	377.69	423.35	402.91	251.06	662.71	304.54	526.81	414.20	430.41	343.73	220.07	151.49	266.12	120.14	430.80	413.72	344.92	342.57	369.67	290.75	436.33	438.29	326.76	372.37	513.90	320.32	432.09	407.04	383.88	286.98	279.05	323.84	338.55	394.15
Glycosphingolipid_biosynthesis_ganglio_series	431.70	336.77	314.29	467.12	427.88	557.73	296.39	563.60	406.59	382.90	456.67	825.18	260.87	501.79	317.53	248.68	472.98	700.81	363.62	467.15	395.14	292.10	456.21	583.27	270.44	438.13	445.96	576.75	486.76	358.12	740.43	522.37	652.34	432.45	349.46	460.45	355.77	463.87	178.74	502.72	238.59	307.93	362.82	568.08	471.98	547.45	120.79	494.05	283.15	361.45	435.63	490.32	394.57	503.24	378.64	333.40	562.50	360.60	531.42	596.96	377.20	823.96	337.35	545.31	231.70	483.46	401.95	399.30	448.96	520.97	562.96	352.32	647.51	499.74	302.33	409.25	413.36	547.73	308.03	282.91	560.03	105.50	495.02	329.49	691.35	492.03	225.85	196.51	460.97	654.47	398.81	567.95	322.01	348.48	525.66	479.95	514.29	537.38	739.88	644.15	620.81	377.79	769.88	149.92	488.74	458.64	446.74	533.36	532.99	386.75	437.45	635.42	235.12	535.95	536.87	326.08	442.61	588.05	119.94	313.19	639.22	293.16	227.05	196.41	230.56	365.12	393.05	185.30	117.19	429.02	236.64	381.93	146.31	666.86	702.22	220.43	436.15	383.54	584.09	239.21	366.54	187.99	443.23	595.91	512.61	424.97	456.81	416.37	385.01	404.87	308.01	518.57	734.39	558.17	811.62	769.08	228.28	583.09	236.36	499.15	348.75	861.22	360.65	477.11	675.26	640.98	440.04	534.35	245.26	167.41	548.11	560.13	387.00	515.06	407.40	543.73	404.60	306.38	643.20	480.78	317.67	807.74	418.77	547.08	592.89	530.11	600.53	696.79	528.04	468.42	483.60	276.75	711.01	499.39	327.51	548.46	278.47	306.62	883.26	308.40	637.94	375.24	547.65	256.84	257.15	113.44	282.58	103.58	338.44	458.61	364.81	312.43	428.26	346.73	511.23	362.46	334.37	310.51	636.61	276.70	528.75	487.59	435.43	293.53	255.86	309.07	234.34	353.23
Pyruvate_metabolism	2631.48	2325.89	2379.76	2106.18	2489.70	2691.59	2476.12	2476.61	2516.65	2685.68	2893.29	2363.52	2675.38	2355.12	2209.41	1933.43	2174.07	2844.03	2258.68	2875.03	2455.00	2153.97	3005.49	2364.84	2921.66	2502.11	2181.16	2793.13	2278.20	2737.09	2699.27	2245.21	2565.08	2828.30	2819.86	2296.19	2478.86	2004.63	1344.64	2892.91	2468.94	2313.13	2427.87	2582.32	2499.89	2448.94	1494.42	2133.51	2741.87	2605.48	1915.57	2440.56	2832.94	2459.64	2752.26	2698.56	2287.97	2682.42	2129.19	2845.60	3008.61	2551.52	2729.04	2505.91	2087.49	2188.80	3485.49	2614.68	2431.98	2402.37	2569.72	2231.47	2410.02	3359.00	3551.79	2153.17	2605.05	2242.63	2191.65	1714.37	2674.47	3726.62	2398.74	2696.29	2584.92	2026.75	2081.96	1864.59	2352.09	2460.74	2302.43	2502.88	1968.48	2663.83	2856.33	2626.19	2623.04	1992.26	2693.61	3677.80	2582.63	2632.44	2833.12	1561.43	2276.76	2502.99	3348.30	2586.71	2616.27	2929.92	1996.37	2812.44	1916.12	2332.25	2787.83	2493.29	2063.72	2085.54	654.81	1185.70	2514.81	1772.65	1283.95	1525.60	774.57	1906.16	1984.07	1014.16	663.42	2610.27	2812.60	2242.35	1758.16	2404.25	2928.72	1389.42	1876.31	1284.43	2614.01	1284.68	1318.63	4452.23	1884.81	2223.18	2236.12	2231.97	1749.31	2126.76	1919.88	1829.93	1402.13	2355.44	2152.63	2881.80	3494.65	2854.19	1372.88	1629.95	1784.98	2435.67	1453.08	2359.73	1838.88	2141.62	2556.84	2349.89	1667.82	2135.42	1564.04	729.49	2096.89	2199.35	2494.78	2285.58	2248.79	2312.96	2616.74	1731.20	1670.31	2160.26	2616.51	2808.19	2711.60	1649.45	2366.82	2028.56	2258.58	2315.58	1916.71	2264.44	2022.68	1395.72	2364.57	2559.10	2010.17	2032.92	2021.04	1360.59	2747.28	2123.21	2331.15	1783.29	2485.43	3068.64	923.09	1607.15	1664.87	563.95	2880.24	2393.94	2271.26	2546.54	2458.95	2176.56	2321.16	2628.91	2443.14	2220.82	2440.28	2468.84	2386.46	2113.49	2364.90	2115.90	1926.97	2201.31	2328.92	2504.92
Dioxin_degradation	89.43	33.05	40.74	39.56	26.95	32.48	113.93	28.76	29.43	40.83	59.13	31.61	64.73	14.18	20.27	41.50	38.35	43.95	32.81	68.67	47.03	88.70	64.51	40.00	42.29	30.39	43.22	33.38	34.37	44.44	37.16	36.92	19.18	67.09	70.31	22.36	36.67	28.44	56.85	79.13	77.80	63.06	54.82	43.62	45.90	43.88	69.17	46.26	48.60	71.46	29.47	28.26	103.68	23.12	78.95	105.47	28.29	155.07	24.73	51.49	101.76	47.97	59.61	32.70	65.99	46.35	112.84	48.82	76.71	57.53	45.99	13.60	24.96	147.58	66.49	20.21	98.98	53.43	66.12	34.15	47.52	181.46	28.75	91.06	20.42	55.92	63.16	50.97	12.99	16.64	39.38	50.62	29.37	91.76	85.67	32.61	52.60	90.00	70.35	143.50	32.02	21.51	34.60	56.10	54.23	74.72	153.75	25.32	35.39	123.15	24.28	96.96	97.57	49.58	47.86	47.91	43.73	32.69	18.82	31.08	20.95	85.89	25.38	48.81	10.68	24.98	15.34	7.65	12.82	96.72	189.28	69.12	72.58	45.69	55.74	17.92	14.14	14.18	45.25	23.94	20.56	291.26	20.77	29.50	27.79	84.85	20.13	18.09	17.38	20.75	17.08	30.53	36.52	64.92	71.01	54.87	15.80	26.00	19.92	21.12	45.59	40.12	21.28	12.87	30.16	25.76	13.92	24.79	71.15	20.46	46.03	10.85	46.97	16.97	18.36	48.84	86.49	17.18	16.31	15.13	28.19	35.50	35.97	23.76	21.42	25.77	37.51	35.71	53.17	20.47	21.37	21.17	28.27	23.71	60.31	24.93	54.26	16.76	37.73	9.40	42.04	58.48	27.74	63.69	17.21	71.31	24.03	16.90	69.46	25.59	44.17	62.69	29.29	25.04	29.29	86.34	43.07	78.92	40.17	68.21	26.10	21.13	34.78	39.21	37.99	50.68	56.76	67.81
Xylene_degradation	107.77	37.07	63.56	42.07	29.69	36.28	132.63	31.15	31.51	44.96	64.37	37.45	73.75	15.50	22.18	47.44	42.91	47.70	35.67	76.11	54.69	135.75	73.22	44.06	48.13	32.41	46.79	36.06	36.89	48.08	40.84	40.00	21.75	74.17	76.75	26.04	39.73	30.77	69.08	89.11	88.37	69.01	58.91	46.65	51.77	47.28	160.85	54.44	52.48	80.57	33.47	30.11	114.16	25.09	92.20	116.08	29.74	233.43	25.52	57.32	113.64	71.28	65.62	35.00	73.10	51.52	139.30	53.64	87.01	61.45	50.30	18.41	30.23	170.06	73.24	21.72	112.12	57.94	82.17	37.54	52.53	335.79	30.69	106.08	22.32	64.79	71.56	54.78	15.25	17.51	41.21	56.00	31.51	101.42	94.68	35.76	55.95	98.53	76.87	161.12	34.02	23.14	38.69	71.35	61.79	81.42	177.38	26.76	37.76	153.36	26.29	109.07	110.15	53.71	71.75	51.33	56.24	38.35	32.32	52.97	21.52	102.78	28.39	94.25	13.75	26.63	16.33	8.28	21.68	173.84	314.90	98.83	206.25	71.27	166.19	20.09	17.42	16.25	133.22	37.28	30.53	662.44	23.22	30.92	34.57	127.79	21.35	32.06	19.32	23.89	17.83	34.44	63.94	188.41	106.75	58.27	17.91	31.10	30.96	27.78	86.12	51.28	22.85	13.71	32.01	27.25	14.47	26.68	80.07	24.58	86.59	11.31	88.26	28.77	32.53	76.40	211.17	26.57	17.01	16.49	74.83	90.72	42.65	36.70	29.87	26.99	38.69	60.89	109.41	22.66	22.28	24.44	31.37	30.27	114.94	36.54	115.03	18.31	39.95	10.98	44.96	90.96	31.94	73.33	28.44	72.22	26.04	22.54	76.34	30.37	58.07	69.00	31.27	27.22	31.81	94.42	46.86	87.00	44.69	76.14	27.56	22.38	37.19	42.94	39.44	55.80	64.32	76.84
Toluene_degradation	128.91	77.53	207.37	111.22	57.70	128.47	132.35	77.64	64.78	92.85	137.19	149.64	144.47	45.85	42.49	89.13	82.47	140.75	82.90	122.68	123.65	283.58	144.73	146.11	133.04	113.17	89.85	114.48	98.28	102.17	156.25	103.11	82.54	95.50	120.17	85.58	99.61	63.26	110.66	121.14	135.68	123.23	118.62	104.70	106.99	89.56	364.11	106.25	122.62	109.81	121.32	78.59	156.29	58.19	130.38	131.45	102.36	230.10	101.27	149.06	193.40	236.37	121.08	88.07	112.91	98.32	183.96	84.58	143.19	120.39	137.89	16.52	99.86	205.02	171.58	45.77	148.21	127.76	116.24	68.39	143.90	323.05	73.72	118.33	94.08	130.60	88.93	89.47	40.24	90.08	42.87	132.67	64.23	154.56	145.66	86.47	118.07	140.32	159.65	224.04	90.17	34.35	154.52	82.14	106.07	187.75	186.96	74.31	137.13	204.16	103.41	176.60	76.31	154.14	175.29	120.55	160.48	141.52	87.00	152.18	81.80	221.46	67.57	249.71	62.69	65.52	64.47	26.77	44.86	374.46	202.89	220.87	540.59	244.56	565.52	26.18	46.85	81.84	447.99	114.47	98.39	1146.23	78.41	102.61	107.29	228.89	89.05	96.41	51.93	80.49	54.91	87.57	241.80	571.97	294.63	164.85	36.31	110.87	65.91	102.81	253.50	161.16	49.09	58.08	113.58	120.12	63.20	79.87	163.27	55.49	276.39	103.40	222.96	103.24	89.90	199.39	628.77	64.12	109.21	97.50	250.41	325.74	122.54	139.78	101.90	104.02	121.38	199.31	251.33	63.63	89.18	41.79	101.58	75.73	298.13	117.85	328.96	54.90	145.29	63.43	119.13	211.53	89.34	147.47	91.73	67.58	58.15	56.52	141.73	103.57	95.76	99.86	41.08	53.87	95.70	146.68	72.72	133.43	91.54	92.02	111.38	94.12	80.86	63.50	84.73	80.53	109.24	84.21
Polycyclic_aromatic_hydrocarbon_degradation	14.71	31.73	48.55	7.70	8.82	49.25	6.96	5.60	22.15	12.10	46.80	12.15	50.48	2.96	16.54	24.49	5.48	15.00	25.23	15.68	32.66	38.01	25.90	4.74	84.08	43.23	8.05	35.77	10.94	37.04	7.56	12.66	5.18	18.22	30.42	11.86	25.25	5.54	12.89	16.63	37.79	35.29	23.82	14.76	8.51	6.39	58.69	19.69	64.56	18.22	26.60	13.29	7.00	12.27	29.02	6.47	12.66	3.52	6.57	30.10	40.42	22.12	42.26	9.70	27.98	6.12	37.67	8.09	7.16	11.05	11.39	1.83	17.93	12.79	99.29	6.68	11.07	4.91	21.07	15.20	35.30	12.37	12.51	18.73	6.89	13.63	26.02	34.21	12.16	8.91	8.70	5.27	15.10	33.66	15.56	13.23	14.11	16.34	6.84	5.57	5.68	10.76	40.56	30.64	15.92	33.89	6.09	8.78	35.21	20.36	12.75	9.43	3.64	10.52	15.39	39.25	57.19	21.77	17.52	25.93	3.53	38.16	19.75	38.44	5.35	7.98	7.25	3.34	13.27	71.75	33.63	28.51	99.40	49.32	93.57	6.41	5.77	7.73	89.31	28.27	14.08	362.23	9.09	9.00	18.88	38.06	9.28	17.34	11.94	21.79	1.72	9.16	27.49	101.63	35.07	6.93	10.33	8.18	24.64	5.26	42.20	17.08	8.54	7.28	15.09	26.91	1.89	6.73	29.60	8.18	44.08	1.84	45.86	14.50	12.80	17.70	111.87	11.97	4.25	7.03	76.44	50.34	43.91	15.21	14.61	5.47	11.60	23.97	54.26	7.24	9.60	4.51	5.22	7.86	116.12	13.17	72.59	6.63	4.83	43.78	8.68	32.81	8.19	15.28	12.71	7.64	12.47	10.50	46.86	12.14	11.38	17.67	8.42	9.41	26.76	25.86	18.43	17.92	5.71	18.84	11.12	16.09	16.70	13.99	30.96	19.40	47.40	17.32
Chloroalkane_and_chloroalkene_degradation	295.61	184.81	123.12	139.13	130.25	186.74	312.82	96.89	175.30	173.53	269.69	103.81	300.97	76.92	130.61	191.07	120.47	152.07	175.08	230.49	215.44	277.68	263.07	150.91	318.74	199.89	165.09	172.86	134.56	206.50	139.94	133.16	79.16	238.61	281.06	108.60	206.87	92.22	173.86	254.30	301.38	275.13	213.49	167.87	180.93	135.11	214.59	151.89	290.94	241.58	126.39	121.89	334.16	107.94	268.56	346.60	123.60	457.43	100.31	209.88	364.83	146.84	275.28	130.78	252.19	142.50	382.89	193.84	243.08	198.28	170.22	79.25	116.14	395.34	386.67	101.67	283.61	159.86	235.92	137.26	227.36	533.24	100.01	319.65	94.63	170.05	246.93	227.58	83.46	84.21	142.43	123.54	133.13	344.75	288.16	153.97	207.18	204.11	189.07	405.85	108.75	116.82	161.02	202.12	175.47	261.24	423.79	120.26	174.88	363.62	119.27	290.19	233.50	171.14	277.13	239.94	193.41	119.23	65.47	101.80	67.10	260.20	103.42	184.97	35.83	105.26	92.87	45.29	46.94	288.13	541.12	276.94	258.42	177.81	233.41	93.59	57.02	48.02	247.37	100.38	73.10	691.76	75.64	111.67	116.33	215.13	81.81	99.52	98.57	83.42	46.61	122.15	115.41	255.41	213.29	131.25	82.62	61.71	107.84	139.59	149.88	96.69	91.52	72.75	100.96	116.53	57.35	103.95	225.72	61.30	162.01	74.70	117.72	84.19	106.68	138.89	329.33	81.58	54.76	93.46	206.80	127.76	154.93	66.57	90.77	95.38	103.53	101.03	145.79	104.53	91.25	70.53	77.55	141.71	203.66	93.36	230.93	75.84	70.79	143.47	108.12	152.93	120.19	161.34	59.95	235.71	110.78	63.57	287.17	155.46	223.15	241.17	129.32	119.77	144.90	306.79	186.81	260.33	145.49	277.45	110.95	110.85	143.40	173.92	187.79	202.70	287.80	241.27
Naphthalene_degradation	309.10	193.56	273.78	197.65	130.88	257.83	343.14	134.34	173.22	180.23	313.25	219.17	355.12	83.86	117.96	199.53	156.62	232.79	192.21	263.87	246.01	401.66	297.03	229.33	349.41	238.17	186.11	229.30	180.38	234.39	235.76	186.20	123.89	237.88	290.93	148.78	230.47	118.48	205.38	283.52	325.29	290.79	244.55	204.46	206.48	170.62	408.45	217.19	318.98	263.17	209.47	155.65	354.59	119.27	302.90	351.77	178.11	529.79	153.36	288.06	413.97	303.89	301.14	164.81	276.85	187.78	431.95	198.80	294.90	239.01	237.69	52.58	181.20	458.22	439.30	96.85	327.64	222.86	250.42	154.44	306.71	571.07	130.64	337.47	142.99	233.78	250.10	231.37	87.38	136.85	121.02	213.10	136.96	369.88	324.36	175.37	238.15	276.25	278.38	474.25	154.17	95.28	269.39	232.27	218.46	351.43	453.36	140.95	250.84	418.30	175.64	337.12	231.08	252.04	279.26	279.79	273.00	212.89	112.51	187.07	119.50	367.98	125.84	329.38	85.81	122.31	116.68	49.64	68.11	474.80	514.30	325.94	557.25	329.80	571.84	73.86	74.35	109.51	520.37	170.13	148.49	1101.51	121.77	166.73	163.07	342.21	137.15	139.24	112.59	128.60	91.56	154.96	283.77	582.62	380.28	247.91	84.24	149.78	122.98	158.73	297.17	216.73	95.93	97.92	178.27	203.85	101.93	138.81	288.68	89.64	330.67	137.79	275.06	135.64	119.91	263.49	675.29	99.12	143.91	143.37	322.65	340.01	213.46	165.97	142.83	167.33	186.50	234.11	276.63	116.72	143.35	83.91	150.45	129.53	296.73	160.67	390.31	96.48	201.02	160.00	200.57	274.80	153.97	240.00	116.14	184.94	126.11	91.44	328.97	182.41	189.61	235.28	106.24	126.98	190.26	339.46	184.11	294.21	173.16	223.27	175.60	160.67	166.88	165.47	203.33	202.84	289.94	233.17
Aminobenzoate_degradation	422.40	467.71	351.19	289.09	426.26	491.94	431.47	392.12	460.53	442.33	597.30	263.15	546.81	359.66	410.58	371.14	387.95	392.50	418.41	510.91	460.35	361.90	511.79	418.40	687.35	474.62	336.43	494.85	346.29	551.71	358.30	396.72	344.28	558.33	523.88	362.95	431.66	365.42	211.05	529.86	490.14	434.65	423.68	424.06	397.42	453.39	321.65	342.18	599.79	468.72	342.48	401.81	432.95	438.71	557.74	421.59	356.96	401.81	348.92	472.98	522.60	296.48	537.40	407.77	395.86	358.38	667.48	428.44	391.39	459.89	415.77	386.63	384.18	587.46	826.80	360.48	410.55	302.63	386.77	313.22	413.60	538.25	379.30	491.58	350.75	274.68	413.38	381.13	405.83	341.85	379.76	276.04	313.81	467.34	447.67	424.56	400.41	489.12	348.48	526.02	431.99	477.72	444.18	357.47	432.59	405.23	554.35	407.51	452.91	527.44	311.73	462.60	353.97	356.02	450.02	463.86	336.41	263.00	112.90	158.17	309.07	286.17	236.37	284.44	112.90	281.25	312.71	161.81	134.93	486.17	633.88	394.77	416.61	353.38	461.56	242.07	309.10	141.98	440.54	208.61	211.76	1476.08	239.66	278.85	347.20	384.07	256.17	346.24	326.49	280.08	184.42	392.23	243.89	582.02	440.20	462.45	246.62	273.45	356.65	372.50	213.93	247.41	337.58	375.02	399.93	326.31	224.52	305.50	254.44	105.25	292.22	318.04	633.50	334.39	373.53	307.07	478.46	353.52	174.64	344.12	571.19	383.52	451.35	178.47	339.28	284.77	250.10	383.66	340.01	376.11	331.94	241.63	376.46	400.96	601.86	280.24	401.21	215.29	335.13	448.85	367.20	399.13	377.48	382.54	120.21	267.83	274.84	90.47	559.69	381.76	393.25	447.98	451.93	360.40	378.65	458.90	457.53	368.72	338.63	450.35	340.20	339.00	444.09	378.98	370.40	423.01	496.19	479.22
