OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_307	1.348	9.37	0.00287142059245918	0.0798637442082642	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Aeromicrobium_panaciterrae	0.083	0.036	0.091	0.084	0.143	0.037	0.078	0.066	0.019	0.026	0.064	0.047	0.024	0.035
ASV_2158	4.748	6.61	0.00288371558334667	0.0798637442082642	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0.009	0	0	0	0	0.027	0	0.025	0	0	0	0	0	0
ASV_1329	-1.816	7.049	0.00294714757569471	0.080770263246383	Depleted	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Chryseolinea	Chryseolinea_serpens	0.003	0.013	0.009	0.003	0	0.005	0	0.003	0.014	0.013	0.017	0.008	0.016	0.008
ASV_716	-3.092	7.454	0.00303617444144047	0.08084517007132	Depleted	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	0.002	0.023	0.003	0.008	0	0	0.003	0	0.005	0.003	0.008	0.102	0.003	0.016
ASV_484	-3.611	8.548	0.00304172268145214	0.08084517007132	Depleted	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	0.005	0.062	0.018	0.003	0	0.003	0	0.005	0.008	0	0.008	0.325	0.003	0.027
ASV_1484	-2.435	6.526	0.00304206455228456	0.08084517007132	Depleted	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi	0.001	0.007	0.003	0	0.003	0	0	0	0.011	0.005	0.011	0.006	0.005	0.003
ASV_992	-1.726	7.393	0.00308479043880097	0.0811608364448536	Depleted	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.018	0.003	0.008	0.005	0.008	0	0.005	0.022	0.013	0.011	0.033	0.016	0.014
ASV_1792	-1.74	7.015	0.00315852906903315	0.0813020414633379	Depleted	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Unassigned	0.003	0.012	0.003	0.006	0.005	0.003	0.003	0	0.008	0.008	0.014	0.017	0.008	0.019
ASV_1480	-1.9	7.394	0.00317079232313527	0.0813020414633379	Depleted	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces_seranimatus	0.005	0.019	0.009	0.008	0.005	0.003	0	0.003	0.019	0.026	0.03	0.022	0.008	0.005
ASV_1539	-2.151	6.944	0.0031828621325442	0.0813020414633379	Depleted	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Unassigned	Unassigned	0.002	0.012	0.012	0.003	0	0	0	0	0.005	0.011	0.017	0.014	0.016	0.008
ASV_654	5.321	7.711	0.00337111947032588	0.0831695986128191	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_panacisoli	0.029	0	0.003	0	0	0.172	0	0	0.003	0	0	0	0	0
ASV_156	1.091	10.314	0.00337546274903093	0.0831695986128191	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium_vulgare	0.161	0.081	0.152	0.201	0.174	0.077	0.15	0.211	0.051	0.069	0.089	0.085	0.092	0.098
ASV_1847	-3.082	6.494	0.00340875421398413	0.0831695986128191	Depleted	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0	0.007	0	0	0	0	0.003	0	0.011	0.011	0.014	0	0.003	0.003
ASV_2529	-2.674	6.337	0.00341724978468606	0.0831695986128191	Depleted	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.005	0.003	0	0	0	0	0	0.005	0.003	0.006	0.003	0.008	0.005
ASV_2733	-3.323	6.121	0.00341791473265283	0.0831695986128191	Depleted	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Unassigned	0	0.003	0	0	0	0	0	0	0	0.003	0.003	0.006	0.003	0.005
ASV_573	1.304	8.99	0.00344564281596248	0.0831695986128191	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Unassigned	0.061	0.027	0.046	0.053	0.093	0.032	0.07	0.071	0.027	0.013	0.036	0.022	0.035	0.03
ASV_316	-1.773	9.182	0.00366112642936591	0.086408974424417	Depleted	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Dactylosporangium	Unassigned	0.024	0.09	0.018	0.045	0.021	0.029	0.005	0.025	0.035	0.05	0.069	0.069	0.016	0.298
ASV_6	1.029	14.364	0.00368563591247633	0.086408974424417	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	2.642	1.418	2.713	1.902	2.152	2.387	3.891	2.806	1.516	1.434	1.292	1.502	1.379	1.384
ASV_1333	-2.107	6.925	0.00369747492468874	0.086408974424417	Depleted	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.011	0.009	0.003	0	0	0	0.003	0.016	0.016	0.003	0.008	0.011	0.014
ASV_2604	-2.161	6.629	0.00375013964616784	0.086408974424417	Depleted	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.008	0.003	0.003	0	0	0.003	0	0.014	0.008	0.006	0.006	0.005	0.008
ASV_744	4.912	7.933	0.00376224093245956	0.086408974424417	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0.035	0.001	0	0.006	0	0.204	0.003	0	0	0	0	0	0.005	0
ASV_2917	-3.865	6.28	0.00377690310102925	0.086408974424417	Depleted	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Unassigned	Unassigned	0	0.005	0	0	0	0	0	0	0.003	0.003	0.022	0	0	0.003
ASV_2248	4.779	6.62	0.00383289768534563	0.0864584344567246	Enriched	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_subsaxonicum	0.008	0	0	0	0.005	0.045	0	0	0	0	0	0	0	0
ASV_1719	5.27	6.909	0.00384478784927282	0.0864584344567246	Enriched	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned	0.015	0	0	0.089	0	0	0	0	0	0	0	0	0	0
ASV_2364	-3.507	6.17	0.0039924598048746	0.0878713698022169	Depleted	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Unassigned	0	0.004	0	0	0	0	0	0	0	0	0.003	0.008	0.008	0.003
ASV_709	-2.292	7.609	0.00399530651051387	0.0878713698022169	Depleted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.005	0.025	0.006	0.008	0.003	0.003	0	0.008	0.014	0.037	0.061	0.028	0	0.008
ASV_1985	3.173	7.433	0.00401627257492059	0.0878713698022169	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0.022	0.002	0	0.05	0.003	0.056	0	0.025	0.003	0	0.008	0	0	0.003
ASV_187	1.173	10.088	0.00404121465072909	0.0878713698022169	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	0.137	0.065	0.149	0.067	0.109	0.175	0.116	0.208	0.049	0.066	0.047	0.072	0.089	0.066
ASV_2184	2.32	6.823	0.00444648537282809	0.0955783070007186	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Ammoniibacillus	Ammoniibacillus_agariperforans	0.009	0.002	0.003	0.011	0.003	0.008	0.023	0.008	0.003	0.003	0.003	0.003	0	0
ASV_1726	-2.422	6.741	0.00446831309809517	0.0955783070007186	Depleted	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Unassigned	Unassigned	0.001	0.009	0.003	0	0.003	0	0	0.003	0.011	0.016	0.003	0.003	0.016	0.005
ASV_51	2.022	11.666	0.00498145155137348	0.105018836513081	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned	0.474	0.129	0.488	0.313	1.693	0.021	0.111	0.219	0.143	0.137	0.202	0.052	0.157	0.085
ASV_2091	-3.826	6.81	0.00498949242270435	0.105018836513081	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Unassigned	Unassigned	0.001	0.011	0.003	0	0	0	0	0	0	0.003	0.008	0.055	0.003	0
ASV_1462	-2.57	6.583	0.0051286674616824	0.106969477828915	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Unassigned	0.001	0.008	0.003	0	0	0	0.003	0	0.011	0	0.006	0.014	0.003	0.014
ASV_2595	-2.606	6.578	0.00516348296627601	0.106969477828915	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned	0.001	0.008	0	0.003	0	0	0	0.003	0.003	0.008	0.008	0	0.008	0.019
ASV_2720	-3.872	6.283	0.00538250629510425	0.110170562847913	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0.005	0	0	0	0	0	0	0.003	0	0.019	0.008	0	0
ASV_1982	1.626	8.108	0.00540174937566737	0.110170562847913	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum_aquaticum	0.033	0.011	0.073	0.008	0.016	0.034	0.031	0.036	0.005	0.021	0.008	0.008	0.011	0.011
ASV_459	-5.081	8.569	0.00559081558462848	0.112634707769179	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	0.001	0.073	0.003	0	0	0	0.005	0	0.005	0	0.43	0	0	0
ASV_96	1.176	10.972	0.00560818955445169	0.112634707769179	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia_insulae	0.248	0.123	0.177	0.134	0.35	0.278	0.337	0.213	0.081	0.137	0.091	0.14	0.138	0.147
ASV_668	2.067	7.689	0.00567648509524705	0.113142668830265	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Promicromonospora	Unassigned	0.026	0.006	0.018	0.081	0	0.019	0.021	0.016	0.008	0	0.006	0.006	0.011	0.005
ASV_2200	-2.65	6.596	0.00582458773890776	0.115221731887717	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Dactylosporangium	Unassigned	0.001	0.008	0.003	0.003	0	0	0	0	0.003	0.016	0.014	0	0.008	0.005
ASV_1832	2.941	6.696	0.00607842342433962	0.119345761413713	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	0.009	0.001	0.009	0	0.008	0	0.01	0.025	0.003	0.003	0	0	0	0
ASV_2366	-2.338	6.485	0.00616695738513767	0.120187147261461	NotSig	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned	0.001	0.006	0	0	0	0.003	0	0.003	0.003	0.008	0.014	0.006	0.003	0.005
ASV_761	-2.324	7.408	0.00631534114806523	0.12217398941588	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0.004	0.019	0.018	0.006	0	0	0	0	0.008	0.034	0.006	0.036	0.019	0.014
ASV_1095	1.748	7.328	0.00652234831314224	0.124733955190035	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Unassigned	Unassigned	0.016	0.005	0.018	0.008	0.029	0.005	0.013	0.022	0.003	0.003	0.003	0.006	0.003	0.014
ASV_2722	-3.134	6.081	0.00654248795751608	0.124733955190035	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0.003	0	0	0	0	0	0	0.003	0.003	0	0.006	0.003	0.003
ASV_405	1.221	8.883	0.00664711959599425	0.125817062281013	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.056	0.025	0.04	0.045	0.049	0.045	0.065	0.09	0.016	0.032	0.022	0.022	0.041	0.019
ASV_2737	-3.466	6.621	0.00677283777868813	0.127280972826632	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0.009	0	0.003	0	0	0	0	0.027	0	0.003	0.019	0	0.003
ASV_848	-1.847	7.419	0.0068546059024298	0.127904029285765	NotSig	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus_terrae	0.004	0.019	0	0.003	0.008	0.003	0.01	0.003	0.016	0.016	0.042	0.025	0.011	0.005
ASV_1177	-1.835	7.366	0.00693840441277045	0.128555929647881	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_agariperforans	0.005	0.018	0.009	0.003	0.003	0.008	0	0.005	0.019	0.026	0.011	0.036	0.005	0.008
ASV_638	-1.551	7.701	0.00713702014352556	0.130599379156642	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Unassigned	Unassigned	0.007	0.023	0.009	0.006	0.003	0.008	0.013	0.005	0.014	0.042	0.028	0.014	0.014	0.03
ASV_2743	3.621	6.198	0.0071780847217221	0.130599379156642	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_aerilata	0.004	0	0.003	0.02	0	0.003	0	0	0	0	0	0	0	0
ASV_1447	-2.146	6.795	0.00719760926556941	0.130599379156642	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Ohtaekwangia_kribbensis	0.002	0.009	0.006	0	0	0.003	0	0.003	0.003	0.021	0.006	0.011	0.008	0.008
ASV_2819	-2.658	6.32	0.00725751291629653	0.13078435947107	NotSig	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned	0	0.005	0	0.003	0	0	0	0	0.005	0	0.011	0.003	0.003	0.008
ASV_1671	-2.715	6.882	0.00740832301097938	0.131220171080494	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	0.001	0.011	0	0	0	0	0.003	0.005	0.024	0.005	0.008	0.003	0.027	0
ASV_86	-1.203	11.052	0.00740915131217606	0.131220171080494	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	0.129	0.291	0.192	0.255	0.036	0.111	0.07	0.112	0.259	0.359	0.31	0.173	0.46	0.183
ASV_1990	2.538	7.334	0.00744932322933421	0.131220171080494	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	0.016	0.003	0.009	0	0.003	0.016	0.054	0.016	0	0.003	0.008	0.003	0	0.005
ASV_24	1.198	12.724	0.00753820013467646	0.131220171080494	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	0.862	0.41	0.54	0.445	1.29	1.31	0.88	0.706	0.292	0.613	0.322	0.6	0.328	0.309
ASV_282	1.461	9.46	0.00756112016622847	0.131220171080494	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Unassigned	0.086	0.036	0.058	0.02	0.156	0.074	0.124	0.085	0.035	0.029	0.055	0.011	0.051	0.033
ASV_79	0.918	11.362	0.00763852924487077	0.131220171080494	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	0.324	0.184	0.311	0.327	0.265	0.252	0.349	0.44	0.149	0.156	0.172	0.256	0.195	0.175
ASV_2453	4.956	6.687	0.00769335768752799	0.131220171080494	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus	Unassigned	0.009	0	0	0	0.052	0	0	0	0	0	0	0	0	0
ASV_438	1.549	8.679	0.00772215406114074	0.131220171080494	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium_sulfonivorans	0.051	0.019	0.03	0.031	0.031	0.013	0.052	0.15	0.019	0.011	0.022	0.019	0.011	0.033
ASV_2008	-1.976	6.729	0.00775133890636124	0.131220171080494	NotSig	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned	0.002	0.009	0.003	0	0.003	0.005	0	0	0.008	0.011	0.011	0.014	0.005	0.003
ASV_666	-1.971	7.754	0.00778044343920832	0.131220171080494	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	0.007	0.027	0.024	0.011	0.005	0	0	0	0.019	0.024	0.028	0.061	0.011	0.019
ASV_2179	-2.138	6.614	0.0081266602973657	0.13510580003744	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.008	0.003	0	0	0.005	0	0	0.003	0.003	0.014	0.011	0.005	0.011
ASV_203	-1.099	9.522	0.008246841166764	0.13510580003744	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Unassigned	0.043	0.098	0.055	0.036	0.029	0.074	0.018	0.044	0.051	0.09	0.13	0.074	0.089	0.15
ASV_2079	-3.145	6.083	0.00828937329662121	0.13510580003744	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Archangium	Archangium_gephyra	0	0.003	0	0	0	0	0	0	0.005	0.005	0.003	0.003	0	0
ASV_2260	-2.53	6.57	0.00828994561909231	0.13510580003744	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Unassigned	0.001	0.007	0.003	0	0	0	0.003	0	0.016	0.011	0.006	0.008	0	0.003
ASV_1402	-1.661	6.985	0.00830540688853174	0.13510580003744	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.003	0.011	0.003	0.006	0.003	0.005	0.003	0	0.014	0.016	0.008	0.017	0.008	0.005
ASV_927	-2.719	7.832	0.00831894321781271	0.13510580003744	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Reyranella	Reyranella_massiliensis	0.004	0.032	0.009	0.003	0.005	0	0.005	0.003	0.005	0.003	0.003	0.154	0.003	0.022
ASV_1816	2.178	6.755	0.00839023005643751	0.135427578395626	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unassigned	Unassigned	0.009	0.002	0.015	0.003	0.021	0.003	0.005	0.005	0.003	0	0	0.003	0.003	0.003
ASV_312	1.365	9.414	0.00846718351790336	0.135768099328226	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas_basaltis	0.082	0.036	0.061	0.045	0.073	0.117	0.155	0.044	0.024	0.018	0.061	0.039	0.057	0.019
ASV_2072	-2.469	6.544	0.00851453302514529	0.135768099328226	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0.001	0.007	0	0	0	0	0.003	0.003	0	0.003	0.014	0.006	0.005	0.016
ASV_801	-1.862	7.27	0.00866462893960305	0.137322608241278	NotSig	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Spartobacteria_genera_incertae_sedis	Unassigned	0.004	0.016	0.003	0.014	0.005	0	0.003	0	0.016	0.026	0.025	0.017	0.003	0.011
ASV_2567	-1.94	7.109	0.00871641032926393	0.137322608241278	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Unassigned	0.003	0.013	0.006	0.003	0.003	0.005	0	0.003	0.005	0.026	0.006	0.003	0.022	0.019
ASV_1069	-1.715	7.293	0.00884979904015372	0.138594174253836	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Rhizocola	Rhizocola_hellebori	0.005	0.017	0.009	0.008	0.005	0.005	0	0	0.03	0.005	0.028	0.017	0.005	0.016
ASV_1042	-1.783	6.778	0.00893217204513917	0.139056477223439	NotSig	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Aquihabitans	Aquihabitans_daechungensis	0.002	0.009	0.003	0.008	0.003	0	0	0	0.011	0.008	0.006	0.014	0.008	0.008
ASV_2693	2.87	6.37	0.00902769006190975	0.13971677972285	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.005	0	0	0	0.01	0.008	0.005	0.005	0	0	0	0.003	0	0
ASV_1002	1.595	7.6	0.0092194620248659	0.141849019251921	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_2	Unassigned	Unassigned	0.021	0.007	0.012	0.025	0.031	0.013	0.005	0.038	0.005	0	0.011	0.008	0.005	0.014
ASV_1818	-1.895	6.681	0.00931884334518743	0.141849019251921	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.008	0.003	0.003	0	0.003	0	0.003	0.005	0.005	0.011	0.017	0.003	0.008
ASV_1842	-1.523	7.438	0.0093272065110537	0.141849019251921	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.006	0.019	0.003	0.008	0.003	0.011	0	0.011	0.008	0.021	0.022	0.011	0.019	0.03
ASV_1469	2.96	7.342	0.00954114052740331	0.143365955333895	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unassigned	0.018	0.002	0.046	0	0.003	0.003	0.054	0.003	0	0.003	0.003	0	0.008	0
ASV_2243	2.725	6.593	0.00959515280298872	0.143365955333895	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.007	0.001	0	0	0.013	0.008	0.005	0.016	0.003	0	0	0.003	0	0
ASV_1558	-2.154	6.614	0.00964444507622363	0.143365955333895	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Unassigned	Unassigned	0.001	0.008	0	0.003	0	0.003	0	0.003	0.005	0.003	0.019	0.003	0.011	0.005
ASV_511	2.121	8.458	0.009644916037286	0.143365955333895	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Unassigned	0.047	0.011	0.021	0.006	0.026	0.003	0.041	0.183	0.003	0.005	0.011	0.011	0.024	0.014
ASV_670	-1.574	7.588	0.0101976630948761	0.150730626981006	NotSig	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned	0.007	0.022	0.003	0.025	0.008	0.003	0.003	0	0.022	0.018	0.03	0.025	0.014	0.022
ASV_69	2.903	11.727	0.0103088830745653	0.151049295136726	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium_phytohabitans	0.56	0.082	0.055	0.039	0.01	3.177	0.008	0.074	0.197	0.029	0.014	0.096	0.022	0.137
ASV_902	1.847	7.476	0.0103340452773131	0.151049295136726	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned	0.019	0.005	0.024	0.011	0	0.008	0.021	0.052	0.005	0.005	0.008	0.006	0.003	0.005
ASV_1234	3.984	7.736	0.0104620185939216	0.152074977461922	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus	Brevibacillus_ginsengisoli	0.027	0.002	0.006	0.003	0.151	0	0	0	0	0	0.008	0	0	0.003
ASV_872	-1.782	7.286	0.0105445893794988	0.152433047568468	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0.004	0.016	0	0	0.005	0.011	0.008	0	0.03	0.016	0.008	0.011	0.011	0.022
ASV_989	-1.592	7.242	0.0106444176587903	0.153035316176379	NotSig	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	Armatimonadetes_gp5	Unassigned	0.005	0.015	0.006	0.003	0.003	0.005	0	0.011	0.005	0.024	0.011	0.017	0.019	0.014
ASV_195	0.973	9.98	0.0108077926576473	0.154298496927515	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_daechungensis	0.121	0.066	0.098	0.115	0.109	0.148	0.111	0.148	0.035	0.058	0.075	0.094	0.084	0.052
ASV_54	1.071	11.649	0.0108975934860825	0.154298496927515	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.424	0.211	0.363	0.78	0.278	0.292	0.393	0.44	0.254	0.069	0.191	0.146	0.376	0.232
ASV_548	-2.46	7.828	0.0109350015460912	0.154298496927515	NotSig	Bacteria	Chloroflexi	Chloroflexia	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.032	0	0.006	0.005	0	0	0.019	0.014	0.005	0.119	0.044	0.005	0.005
ASV_1799	-2.349	6.905	0.0109668639017276	0.154298496927515	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Unassigned	0.002	0.011	0	0	0.003	0	0.003	0.005	0	0.024	0.006	0.003	0.014	0.022
ASV_705	4.139	8.27	0.0114751502673293	0.160307608330212	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Unassigned	0.042	0.003	0.006	0.003	0.244	0	0	0	0	0	0	0.006	0	0.011
ASV_2682	-1.709	7.125	0.0115158259119764	0.160307608330212	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned	0.004	0.014	0	0.006	0.008	0	0.005	0.003	0.027	0.013	0.019	0.008	0.005	0.008
ASV_669	-1.185	8.594	0.011677738938984	0.161069572648566	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Unassigned	0.02	0.048	0.037	0.017	0.021	0.024	0.01	0.011	0.049	0.04	0.061	0.08	0.019	0.041
ASV_913	2.494	8.286	0.0116930020432825	0.161069572648566	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_xinjiangensis	0.04	0.008	0.027	0.014	0.177	0.019	0.003	0	0.008	0.005	0.022	0.006	0	0.008
